Timestamp,CLOSE
1519752300000.0,27.301
1519751700000.0,27.353
1519750800000.0,27.29
1519750500000.0,27.361
1519749900000.0,27.38
1519749600000.0,27.311
1519749300000.0,27.3
1519749000000.0,27.211
1519748700000.0,27.336
1519748400000.0,27.38
1519748100000.0,27.38
1519747800000.0,27.38
1519747500000.0,27.3
1519747200000.0,27.28
1519746900000.0,27.254
1519746600000.0,27.24
1519746300000.0,27.11
1519745700000.0,27.24
1519745100000.0,27.03
1519744800000.0,27.11
1519744500000.0,27.269
1519744200000.0,27.15
1519743900000.0,27.14
1519743600000.0,27.23
1519743300000.0,27.573
1519743000000.0,27.43
1519742100000.0,27.437
1519741800000.0,27.5
1519741500000.0,27.443
1519741200000.0,27.35
1519740900000.0,27.61
1519740600000.0,27.8
1519740300000.0,27.8
1519740000000.0,27.81
1519739700000.0,27.88
1519739400000.0,27.88
1519739100000.0,27.91
1519738500000.0,27.829
1519738200000.0,27.83
1519737900000.0,27.76
1519737600000.0,27.75
1519737300000.0,27.73
1519737000000.0,27.72
1519736700000.0,27.72
1519736400000.0,27.76
1519736100000.0,27.76
1519735800000.0,27.73
1519735500000.0,27.72
1519735200000.0,27.8
1519734900000.0,27.76
1519734600000.0,27.78
1519734300000.0,27.87
1519734000000.0,27.73
1519733700000.0,27.73
1519733400000.0,27.93
1519733100000.0,27.93
1519732800000.0,27.76
1519732500000.0,27.82
1519732200000.0,27.82
1519731900000.0,27.93
1519731300000.0,27.82
1519731000000.0,27.82
1519730400000.0,27.8
1519730100000.0,27.8
1519729800000.0,27.801
1519729500000.0,27.868
1519729200000.0,27.741
1519728900000.0,27.59
1519728600000.0,27.62
1519728300000.0,27.66
1519728000000.0,27.497
1519727700000.0,27.72
1519727400000.0,27.85
1519727100000.0,28.11
1519726800000.0,28.1
1519725900000.0,28.29
1519725600000.0,28.49
1519725300000.0,28.679
1519725000000.0,28.13
1519724400000.0,28.14
1519724100000.0,28.3
1519723800000.0,28.209
1519723500000.0,28.2
1519723200000.0,28.218
1519722900000.0,28.041
1519722600000.0,28.03
1519721700000.0,28.06
1519721400000.0,28.6
1519721100000.0,28.16
1519720800000.0,28.22
1519720500000.0,28.688
1519720200000.0,28.7
1519719900000.0,28.4
1519719600000.0,28.559
1519719300000.0,28.44
1519719000000.0,28.42
1519718700000.0,28.769
1519718400000.0,28.448
1519718100000.0,28.448
1519717800000.0,28.448
